"address","dateOfPosting","status","numberOfLikes","numberOfBathroom","numberOfBedroom","homeValue","sqft","streetName","cityName","stateName","zipCode","homeImage"
"819 Cartwright Park","2018-08-03T17:47:15.508Z","SOLD",152,3,7,3568444,2142,"609 Quinn Lake","Rockville","MD",20851,"hi"
"820 Cartwright Park","2018-08-12T08:35:32.157Z","FORECLOSURE",36,4,7,3377462,3685,"26336 McDermott Ranch","Rockville","MD",20853,"hi"
"821 Cartwright Park","2018-05-24T22:34:23.278Z","SOLD",89,2,6,2130808,3503,"993 Brennon Isle","Rockville","MD",20877,"hi"
"822 Cartwright Park","2018-08-20T21:49:55.233Z","SOLD",147,2,3,1915387,3570,"9718 Sally Meadows","Rockville","MD",20854,"hi"
"823 Cartwright Park","2018-10-24T22:05:34.848Z","AUCTION",139,0,2,3567265,411,"03110 Joan Corners","Rockville","MD",20850,"hi"
"824 Cartwright Park","2018-08-05T22:12:57.041Z","AUCTION",0,4,3,483316,1752,"68755 Randy Stream","Rockville","MD",20854,"hi"
"825 Cartwright Park","2018-05-09T22:00:36.329Z","OFF MARKET",23,0,6,2995029,1898,"807 Bernice Islands","Rockville","MD",20852,"hi"
"826 Cartwright Park","2018-09-19T04:38:39.293Z","FOR SALE",48,3,2,2367314,1648,"23887 Jasper Junctions","Rockville","MD",20849,"hi"
"827 Cartwright Park","2018-05-10T09:02:36.551Z","FOR RENT",193,3,4,2958898,2632,"79001 Bailey Trace","Rockville","MD",20852,"hi"
"828 Cartwright Park","2018-08-21T20:13:09.052Z","AUCTION",139,4,7,3802715,3738,"1258 Cayla Gardens","Rockville","MD",20848,"hi"
"829 Cartwright Park","2018-06-01T18:16:30.868Z","FOR SALE",142,3,9,1930007,698,"44166 Casper Park","Rockville","MD",20851,"hi"
"830 Cartwright Park","2018-05-06T15:28:41.666Z","FORECLOSURE",62,3,10,1605377,2038,"03981 Delpha Center","Rockville","MD",20854,"hi"
"831 Cartwright Park","2018-07-17T04:55:27.205Z","FOR SALE",88,2,10,3556967,2251,"3302 Ullrich Island","Rockville","MD",20851,"hi"
"832 Cartwright Park","2018-08-14T07:47:42.501Z","OFF MARKET",66,2,2,1601049,975,"40143 Jayme Orchard","Rockville","MD",20851,"hi"
"833 Cartwright Park","2018-09-12T11:17:47.194Z","FORECLOSURE",129,1,8,3162282,423,"1177 Moore Ports","Rockville","MD",20853,"hi"
"834 Cartwright Park","2018-09-08T14:42:09.870Z","SOLD",23,4,4,108350,3477,"15870 Sipes Light","Rockville","MD",20854,"hi"
"835 Cartwright Park","2018-05-22T17:51:19.467Z","FORECLOSURE",10,4,5,1648351,1231,"5777 MacGyver Meadows","Rockville","MD",20853,"hi"
"836 Cartwright Park","2018-09-03T09:53:04.689Z","FOR RENT",124,0,5,1598744,487,"502 Kyleigh Union","Rockville","MD",20877,"hi"
"837 Cartwright Park","2018-09-30T01:20:02.542Z","FOR SALE",44,1,0,3497132,2462,"00664 Erdman Courts","Rockville","MD",20877,"hi"
"838 Cartwright Park","2018-09-09T23:00:42.757Z","AUCTION",197,1,0,1940612,1883,"5386 Grayson Junctions","Rockville","MD",20877,"hi"
"839 Cartwright Park","2018-07-31T02:35:01.953Z","AUCTION",53,1,5,232173,1099,"3479 Muller Dale","Rockville","MD",20854,"hi"
"840 Cartwright Park","2018-05-18T05:54:14.525Z","SOLD",88,4,6,1780813,2348,"54078 Ferry Mountains","Rockville","MD",20854,"hi"
"841 Cartwright Park","2018-05-23T16:55:53.716Z","FOR SALE",73,0,5,626853,348,"257 Dexter Row","Rockville","MD",20852,"hi"
"842 Cartwright Park","2018-08-15T14:10:40.836Z","SOLD",54,0,1,2458795,1886,"46969 Mitchell Inlet","Rockville","MD",20850,"hi"
"843 Cartwright Park","2018-06-30T12:32:49.933Z","FOR SALE",64,4,6,956245,982,"011 Rath Cove","Rockville","MD",20853,"hi"
"844 Cartwright Park","2018-09-06T13:05:07.908Z","OFF MARKET",29,3,5,2320233,1602,"83518 Grimes Stream","Rockville","MD",20847,"hi"
"845 Cartwright Park","2018-09-05T02:37:14.301Z","AUCTION",184,3,3,2337271,3588,"04802 Rempel Cape","Rockville","MD",20848,"hi"
"846 Cartwright Park","2018-08-26T00:58:04.504Z","AUCTION",28,4,3,367561,1080,"82356 Marlee Mountains","Rockville","MD",20857,"hi"
"847 Cartwright Park","2018-05-01T17:13:34.677Z","SOLD",159,0,4,1399697,1419,"40653 Cummings Burg","Rockville","MD",20853,"hi"
"848 Cartwright Park","2018-06-28T13:30:52.434Z","FORECLOSURE",112,4,8,1851418,3401,"10104 Madalyn Centers","Rockville","MD",20848,"hi"
"849 Cartwright Park","2018-08-18T06:29:52.333Z","FOR RENT",125,4,5,2197308,2760,"74266 Bartell Squares","Rockville","MD",20847,"hi"
"850 Cartwright Park","2018-09-04T11:50:33.196Z","FOR SALE",62,0,3,2709914,3097,"0062 Kling Ways","Rockville","MD",20854,"hi"
"851 Cartwright Park","2018-06-01T01:12:04.332Z","FOR SALE",141,1,4,2939877,3771,"731 Terry Corners","Rockville","MD",20857,"hi"
"852 Cartwright Park","2018-05-05T21:55:59.507Z","AUCTION",130,2,6,3668847,1330,"60640 Dare Crossroad","Rockville","MD",20852,"hi"
"853 Cartwright Park","2018-07-12T20:57:32.103Z","AUCTION",74,0,10,3840013,2214,"834 Misty Ridge","Rockville","MD",20877,"hi"
"854 Cartwright Park","2018-09-15T02:50:04.414Z","FOR RENT",122,1,3,2320268,700,"460 Thompson Courts","Rockville","MD",20877,"hi"
"855 Cartwright Park","2018-08-04T14:56:03.974Z","AUCTION",111,4,5,1082105,3692,"3588 Kovacek Route","Rockville","MD",20851,"hi"
"856 Cartwright Park","2018-07-05T13:12:48.896Z","OFF MARKET",112,1,0,1688552,486,"64324 Emilie Orchard","Rockville","MD",20853,"hi"
"857 Cartwright Park","2018-09-04T04:27:32.872Z","AUCTION",34,1,9,194447,1812,"5535 Katherine Radial","Rockville","MD",20854,"hi"
"858 Cartwright Park","2018-08-22T23:06:11.184Z","FOR RENT",12,4,10,3055474,314,"4579 Watsica Square","Rockville","MD",20877,"hi"
"859 Cartwright Park","2018-09-28T08:46:15.852Z","AUCTION",140,4,1,2115424,625,"93975 Ziemann Station","Rockville","MD",20877,"hi"
"860 Cartwright Park","2018-10-12T01:37:11.189Z","OFF MARKET",95,3,1,3766970,939,"51873 Lesch Cliffs","Rockville","MD",20857,"hi"
"861 Cartwright Park","2018-06-18T16:42:02.084Z","FOR SALE",187,3,3,1205801,2158,"35074 Ella Summit","Rockville","MD",20877,"hi"
"862 Cartwright Park","2018-05-16T06:16:58.756Z","FOR SALE",63,2,5,784465,1188,"0141 Christiansen Shore","Rockville","MD",20877,"hi"
"863 Cartwright Park","2018-05-05T04:40:32.655Z","FOR RENT",70,4,3,3005070,3075,"238 Becker Parks","Rockville","MD",20849,"hi"
"864 Cartwright Park","2018-05-22T13:38:15.121Z","FOR RENT",13,1,7,1608749,3516,"750 Bins Circle","Rockville","MD",20850,"hi"
"865 Cartwright Park","2018-09-08T09:17:01.175Z","FORECLOSURE",93,1,2,2980620,675,"65520 Greenholt Row","Rockville","MD",20849,"hi"
"866 Cartwright Park","2018-05-02T15:03:00.381Z","OFF MARKET",43,4,8,448554,3843,"83982 Lenora Summit","Rockville","MD",20851,"hi"
"867 Cartwright Park","2018-09-12T21:56:34.117Z","OFF MARKET",95,0,3,2961577,3556,"969 Desmond Course","Rockville","MD",20847,"hi"
"868 Cartwright Park","2018-09-22T19:24:39.853Z","AUCTION",34,1,9,1343164,845,"10219 Gilbert Trail","Rockville","MD",20849,"hi"
"869 Cartwright Park","2018-06-28T15:47:48.537Z","FORECLOSURE",39,3,2,153511,1827,"41052 Kuvalis Island","Rockville","MD",20877,"hi"
"870 Cartwright Park","2018-06-05T01:13:37.767Z","FOR RENT",23,2,6,3018871,1245,"61417 Goyette Path","Rockville","MD",20877,"hi"
"871 Cartwright Park","2018-06-11T19:10:10.063Z","FOR SALE",150,0,2,1914971,2979,"509 Rowe Track","Rockville","MD",20847,"hi"
"872 Cartwright Park","2018-07-08T13:08:53.186Z","FORECLOSURE",130,1,10,3567561,1016,"60388 Arlene Road","Rockville","MD",20857,"hi"
"873 Cartwright Park","2018-07-08T22:13:52.874Z","AUCTION",13,3,9,921871,592,"4741 Tess Vista","Rockville","MD",20847,"hi"
"874 Cartwright Park","2018-08-16T09:15:03.563Z","AUCTION",70,3,9,3096193,1165,"772 Leffler Walk","Rockville","MD",20850,"hi"
"875 Cartwright Park","2018-10-04T16:45:28.395Z","SOLD",188,1,6,2571179,3833,"3075 Bashirian Spring","Rockville","MD",20857,"hi"
"876 Cartwright Park","2018-05-26T19:38:55.293Z","FOR RENT",116,4,0,3146018,2241,"06813 Monserrate Highway","Rockville","MD",20847,"hi"
"877 Cartwright Park","2018-07-16T09:01:43.637Z","OFF MARKET",196,1,9,3500609,1575,"8774 Friesen Flats","Rockville","MD",20857,"hi"
"878 Cartwright Park","2018-06-06T02:42:18.891Z","SOLD",50,3,4,1237708,3717,"9278 Cormier Canyon","Rockville","MD",20854,"hi"
"879 Cartwright Park","2018-10-13T22:13:38.063Z","FOR RENT",69,0,5,2631765,1222,"8382 Darron Ports","Rockville","MD",20847,"hi"
"880 Cartwright Park","2018-07-13T00:04:15.444Z","FOR RENT",133,4,3,1658387,3794,"731 Dedric Trafficway","Rockville","MD",20854,"hi"
"881 Cartwright Park","2018-09-18T19:50:32.118Z","FOR SALE",84,2,5,355973,426,"55535 Aimee Square","Rockville","MD",20849,"hi"
"882 Cartwright Park","2018-06-10T18:19:17.977Z","AUCTION",26,2,4,1646311,964,"6998 Matilde Hill","Rockville","MD",20853,"hi"
"883 Cartwright Park","2018-09-10T04:07:50.138Z","FORECLOSURE",31,1,6,3432641,3687,"3893 Edgar Ville","Rockville","MD",20851,"hi"
"884 Cartwright Park","2018-05-06T19:33:26.355Z","FOR SALE",199,2,10,506970,3287,"0787 Hildegard Inlet","Rockville","MD",20848,"hi"
"885 Cartwright Park","2018-06-10T11:54:52.585Z","FOR SALE",139,1,7,391789,1568,"690 Arlene Greens","Rockville","MD",20877,"hi"
"886 Cartwright Park","2018-05-04T08:23:44.418Z","FOR RENT",27,2,10,2355175,2708,"863 Laney Burg","Rockville","MD",20850,"hi"
"887 Cartwright Park","2018-08-20T22:23:43.878Z","SOLD",61,3,4,363190,532,"6931 Bahringer Via","Rockville","MD",20851,"hi"
"888 Cartwright Park","2018-06-16T19:18:41.377Z","FOR RENT",101,1,2,1176322,1236,"898 Cruickshank Plaza","Rockville","MD",20848,"hi"
"889 Cartwright Park","2018-07-09T14:08:37.319Z","FOR RENT",142,0,4,3269687,832,"6686 Norval Mills","Rockville","MD",20877,"hi"
"890 Cartwright Park","2018-05-30T20:50:40.572Z","FOR RENT",191,3,1,546138,2577,"1416 Clyde Prairie","Rockville","MD",20853,"hi"
"891 Cartwright Park","2018-08-04T23:21:47.338Z","FOR SALE",78,3,5,2292491,3004,"5960 Ebba Spurs","Rockville","MD",20847,"hi"
"892 Cartwright Park","2018-05-22T00:38:58.933Z","FOR SALE",9,1,5,2723744,3542,"08523 Raoul Light","Rockville","MD",20850,"hi"
"893 Cartwright Park","2018-09-04T19:55:01.819Z","OFF MARKET",73,0,8,1848065,2171,"20505 Powlowski Place","Rockville","MD",20847,"hi"
"894 Cartwright Park","2018-09-03T10:44:18.669Z","FOR SALE",60,4,3,3189075,696,"3953 Brown Pines","Rockville","MD",20853,"hi"
"895 Cartwright Park","2018-05-06T01:47:38.329Z","FORECLOSURE",67,1,9,2765796,1905,"7527 Caleigh Points","Rockville","MD",20854,"hi"
"896 Cartwright Park","2018-10-09T01:48:08.286Z","OFF MARKET",143,0,10,2807930,2122,"3627 Justus Row","Rockville","MD",20849,"hi"
"897 Cartwright Park","2018-09-19T15:49:25.368Z","FOR SALE",14,1,10,778701,1788,"222 Vincent Fall","Rockville","MD",20849,"hi"
"898 Cartwright Park","2018-06-30T07:44:19.990Z","FOR RENT",11,0,5,2696809,3917,"3794 O'Keefe Rapid","Rockville","MD",20852,"hi"
"899 Cartwright Park","2018-06-17T00:48:13.046Z","OFF MARKET",115,4,2,1760054,1745,"36987 Grady Ramp","Rockville","MD",20854,"hi"
"900 Cartwright Park","2018-06-22T11:37:44.208Z","FOR RENT",134,2,3,2276363,1982,"8697 Corkery Circles","Rockville","MD",20847,"hi"
"901 Cartwright Park","2018-07-30T20:04:38.340Z","SOLD",144,1,2,1143130,2704,"59896 Camren Trail","Rockville","MD",20849,"hi"
"902 Cartwright Park","2018-07-04T22:26:02.692Z","AUCTION",13,2,8,2973086,680,"4957 Krajcik Avenue","Rockville","MD",20877,"hi"
"903 Cartwright Park","2018-10-03T13:57:20.101Z","SOLD",59,3,10,3373599,3344,"694 Rubie Mall","Rockville","MD",20847,"hi"
"904 Cartwright Park","2018-08-09T12:19:26.981Z","FOR RENT",183,4,3,369759,488,"382 America Valley","Rockville","MD",20877,"hi"
"905 Cartwright Park","2018-09-03T19:14:28.073Z","OFF MARKET",104,0,8,3952680,2401,"591 Hannah Divide","Rockville","MD",20853,"hi"
"906 Cartwright Park","2018-05-11T22:31:58.743Z","OFF MARKET",94,2,0,1670358,949,"07933 Gail Manor","Rockville","MD",20852,"hi"
"907 Cartwright Park","2018-09-17T23:45:49.181Z","OFF MARKET",92,3,10,1870657,1044,"458 Willard Plains","Rockville","MD",20849,"hi"
"908 Cartwright Park","2018-07-26T05:17:29.928Z","FOR RENT",176,4,9,861144,2517,"02185 Gleason Causeway","Rockville","MD",20847,"hi"
"909 Cartwright Park","2018-07-12T11:22:51.814Z","FOR SALE",74,2,1,909535,866,"8662 Cole Lodge","Rockville","MD",20849,"hi"
"910 Cartwright Park","2018-05-31T17:25:45.452Z","FOR SALE",45,2,10,664819,2519,"038 Augusta Shoals","Rockville","MD",20848,"hi"
"911 Cartwright Park","2018-06-28T15:21:05.056Z","FOR SALE",155,2,0,2930242,2252,"4234 Frami Prairie","Rockville","MD",20857,"hi"
"912 Cartwright Park","2018-06-02T06:27:52.017Z","FOR SALE",195,4,10,828393,2030,"17824 Wyatt Dale","Rockville","MD",20849,"hi"
"913 Cartwright Park","2018-06-02T17:47:30.844Z","FOR SALE",100,2,1,1998407,3846,"62980 Carolanne Summit","Rockville","MD",20848,"hi"
"914 Cartwright Park","2018-06-21T23:51:36.278Z","AUCTION",146,0,1,2323762,1935,"21253 Birdie Court","Rockville","MD",20848,"hi"
"915 Cartwright Park","2018-06-11T22:54:34.356Z","FOR RENT",179,2,2,784206,2180,"648 Sedrick Corner","Rockville","MD",20850,"hi"
"916 Cartwright Park","2018-09-07T07:18:26.447Z","FOR SALE",51,3,1,2615623,2062,"06297 Elyssa Roads","Rockville","MD",20852,"hi"
"917 Cartwright Park","2018-07-07T04:19:21.609Z","AUCTION",57,3,10,2147706,2077,"43827 Gail Expressway","Rockville","MD",20857,"hi"
"918 Cartwright Park","2018-05-06T19:56:54.813Z","FOR RENT",113,2,4,3036178,1677,"102 Angela Light","Rockville","MD",20852,"hi"
"919 Cartwright Park","2018-09-24T09:42:01.945Z","OFF MARKET",79,0,2,1114824,1148,"97788 Stehr Port","Rockville","MD",20852,"hi"
"920 Cartwright Park","2018-10-10T10:19:39.798Z","AUCTION",56,2,1,3872444,2573,"508 Littel Tunnel","Rockville","MD",20849,"hi"
"921 Cartwright Park","2018-10-10T04:31:44.579Z","FORECLOSURE",178,0,0,1343076,1231,"8133 Parisian Glens","Rockville","MD",20853,"hi"
"922 Cartwright Park","2018-08-19T18:18:38.270Z","SOLD",167,4,0,1554990,1091,"6174 Velva Harbor","Rockville","MD",20848,"hi"
"923 Cartwright Park","2018-06-20T11:55:52.131Z","OFF MARKET",53,2,10,1375852,1470,"104 Golda Squares","Rockville","MD",20849,"hi"
"924 Cartwright Park","2018-07-20T20:09:35.466Z","FOR RENT",127,1,10,2902596,1108,"756 Harvey Ville","Rockville","MD",20857,"hi"
"925 Cartwright Park","2018-08-31T13:14:34.076Z","FOR SALE",86,2,1,1127119,2557,"68760 Stamm View","Rockville","MD",20877,"hi"
"926 Cartwright Park","2018-05-15T06:54:34.876Z","SOLD",91,0,1,1700536,2344,"6366 Smitham Mountains","Rockville","MD",20853,"hi"
"927 Cartwright Park","2018-08-31T10:20:03.306Z","SOLD",122,4,4,3500497,899,"24301 Zane Stravenue","Rockville","MD",20853,"hi"
"928 Cartwright Park","2018-07-15T15:19:03.345Z","AUCTION",130,0,0,1767962,3822,"020 Vandervort Plain","Rockville","MD",20847,"hi"
"929 Cartwright Park","2018-06-23T23:24:47.357Z","FOR RENT",152,1,8,2062219,1981,"13621 Lambert Bridge","Rockville","MD",20851,"hi"
"930 Cartwright Park","2018-05-06T00:09:18.065Z","FORECLOSURE",52,0,4,2583662,2420,"797 Alberta Point","Rockville","MD",20847,"hi"
"931 Cartwright Park","2018-08-01T11:36:54.391Z","OFF MARKET",35,3,1,1815510,3385,"8892 Estel Plaza","Rockville","MD",20857,"hi"
"932 Cartwright Park","2018-10-24T22:58:57.808Z","FORECLOSURE",137,4,7,1946176,2624,"3026 Lori Wells","Rockville","MD",20854,"hi"
"933 Cartwright Park","2018-05-07T12:01:44.769Z","AUCTION",112,2,4,3831378,2967,"80308 Cathrine Ports","Rockville","MD",20877,"hi"
"934 Cartwright Park","2018-09-18T23:04:57.145Z","AUCTION",40,1,1,2549222,2440,"0635 Aglae Hollow","Rockville","MD",20851,"hi"
"935 Cartwright Park","2018-08-05T11:12:18.350Z","FOR SALE",66,2,5,1334436,1513,"74459 Marcel Underpass","Rockville","MD",20847,"hi"
"936 Cartwright Park","2018-05-20T02:50:20.901Z","FOR SALE",80,0,6,2575196,730,"20948 Benedict Shores","Rockville","MD",20877,"hi"
"937 Cartwright Park","2018-05-29T11:43:40.488Z","AUCTION",9,1,7,2856917,2723,"5786 Chelsie Club","Rockville","MD",20850,"hi"
"938 Cartwright Park","2018-10-07T12:26:08.385Z","SOLD",91,1,1,397379,348,"310 Lempi Courts","Rockville","MD",20848,"hi"
"939 Cartwright Park","2018-06-17T14:18:33.219Z","SOLD",55,2,5,2977756,3040,"255 Clyde Plaza","Rockville","MD",20854,"hi"
"940 Cartwright Park","2018-10-22T04:21:46.876Z","OFF MARKET",75,0,7,2118945,3147,"97855 Mills Lake","Rockville","MD",20854,"hi"
"941 Cartwright Park","2018-07-16T19:42:48.502Z","FOR RENT",113,2,10,261166,894,"940 Bahringer Falls","Rockville","MD",20850,"hi"
"942 Cartwright Park","2018-09-24T13:31:08.479Z","FORECLOSURE",26,4,6,320187,3332,"3513 Kenyon Orchard","Rockville","MD",20850,"hi"
"943 Cartwright Park","2018-08-04T22:22:33.112Z","FORECLOSURE",148,3,8,1957230,2519,"060 Sheldon Union","Rockville","MD",20857,"hi"
"944 Cartwright Park","2018-08-14T16:37:23.047Z","OFF MARKET",35,1,8,486909,3197,"6850 Damion Circle","Rockville","MD",20852,"hi"
"945 Cartwright Park","2018-07-31T08:01:25.806Z","FORECLOSURE",32,0,8,1960225,547,"9141 Torphy Row","Rockville","MD",20851,"hi"
"946 Cartwright Park","2018-08-28T05:19:30.967Z","SOLD",108,4,7,1423053,2013,"824 Adrienne Island","Rockville","MD",20847,"hi"
"947 Cartwright Park","2018-10-07T17:17:37.913Z","AUCTION",106,3,5,3456340,1024,"716 Rempel Row","Rockville","MD",20850,"hi"
"948 Cartwright Park","2018-08-17T16:21:23.350Z","FOR RENT",0,1,10,1250802,366,"4208 Winnifred Crossroad","Rockville","MD",20848,"hi"
"949 Cartwright Park","2018-10-06T21:12:37.426Z","FORECLOSURE",87,1,0,3125415,3778,"5213 Kacie Estate","Rockville","MD",20850,"hi"
"950 Cartwright Park","2018-07-25T23:58:00.063Z","FOR SALE",125,2,1,414660,1805,"613 Stanford Mission","Rockville","MD",20857,"hi"
"951 Cartwright Park","2018-06-22T22:54:07.261Z","AUCTION",141,0,0,383952,3589,"47637 Rod Cove","Rockville","MD",20854,"hi"
"952 Cartwright Park","2018-05-28T00:34:20.428Z","FORECLOSURE",23,3,4,2245376,1907,"368 Ransom Station","Rockville","MD",20848,"hi"
"953 Cartwright Park","2018-09-04T10:13:08.504Z","AUCTION",114,4,0,3341653,2491,"1119 Carlos Forges","Rockville","MD",20877,"hi"
"954 Cartwright Park","2018-05-01T01:18:55.181Z","FORECLOSURE",72,0,6,3572861,1505,"643 Nikolaus Plaza","Rockville","MD",20854,"hi"
"955 Cartwright Park","2018-06-01T03:52:12.674Z","SOLD",8,3,0,931312,594,"7025 Gleason Glen","Rockville","MD",20877,"hi"
"956 Cartwright Park","2018-10-17T20:57:02.263Z","FOR SALE",92,0,6,2305262,963,"9407 Heathcote Terrace","Rockville","MD",20849,"hi"
"957 Cartwright Park","2018-05-28T12:38:43.723Z","AUCTION",106,3,3,2624650,2878,"58635 Block Groves","Rockville","MD",20857,"hi"
"958 Cartwright Park","2018-07-21T22:21:31.503Z","FORECLOSURE",36,0,3,3209379,3357,"025 Brakus Creek","Rockville","MD",20853,"hi"
"959 Cartwright Park","2018-07-07T00:07:02.387Z","FOR SALE",35,3,0,2898171,1162,"823 Chasity Key","Rockville","MD",20851,"hi"
"960 Cartwright Park","2018-07-21T03:16:34.800Z","SOLD",117,3,10,1778511,2452,"38012 Nitzsche Loop","Rockville","MD",20851,"hi"
"961 Cartwright Park","2018-07-09T08:07:48.770Z","FORECLOSURE",114,3,3,2381206,2352,"88541 Ben Lodge","Rockville","MD",20857,"hi"
"962 Cartwright Park","2018-09-16T09:40:06.565Z","AUCTION",200,1,2,2391515,739,"69686 Maverick Parkway","Rockville","MD",20848,"hi"
"963 Cartwright Park","2018-06-01T00:09:59.380Z","SOLD",77,3,10,1608500,3282,"5368 Lehner Ridges","Rockville","MD",20848,"hi"
"964 Cartwright Park","2018-09-28T05:56:22.847Z","FOR RENT",89,2,0,3775011,3399,"798 King Lane","Rockville","MD",20852,"hi"
"965 Cartwright Park","2018-05-04T15:48:30.963Z","FOR SALE",61,4,3,1444812,2916,"5976 Danial Village","Rockville","MD",20850,"hi"
"966 Cartwright Park","2018-09-16T23:36:41.695Z","FOR SALE",119,4,4,3104643,3753,"04918 Earl Meadows","Rockville","MD",20848,"hi"
"967 Cartwright Park","2018-08-24T19:50:11.348Z","OFF MARKET",177,3,9,3066086,1304,"56354 Concepcion Center","Rockville","MD",20852,"hi"
"968 Cartwright Park","2018-08-23T08:08:13.263Z","OFF MARKET",161,3,4,2156826,2661,"084 Boehm Plaza","Rockville","MD",20852,"hi"
"969 Cartwright Park","2018-08-28T19:13:54.456Z","FOR SALE",16,3,3,2551399,767,"67222 Adeline Garden","Rockville","MD",20854,"hi"
"970 Cartwright Park","2018-09-30T20:12:05.284Z","AUCTION",117,1,4,1797541,2471,"8535 Aisha Knoll","Rockville","MD",20853,"hi"
"971 Cartwright Park","2018-06-16T12:30:04.066Z","FOR SALE",199,2,10,1030465,3838,"2193 Milford Lake","Rockville","MD",20849,"hi"
"972 Cartwright Park","2018-08-10T17:16:07.733Z","FOR SALE",100,3,6,3906562,994,"747 Ervin Viaduct","Rockville","MD",20848,"hi"
"973 Cartwright Park","2018-05-04T21:05:34.799Z","AUCTION",79,3,3,2322934,3426,"9124 Lang Ramp","Rockville","MD",20877,"hi"
"974 Cartwright Park","2018-07-08T16:53:38.754Z","OFF MARKET",96,1,6,2172990,3645,"3918 Upton Shoal","Rockville","MD",20850,"hi"
"975 Cartwright Park","2018-05-31T00:02:38.755Z","FOR RENT",119,0,1,1302538,422,"54317 Lesch Summit","Rockville","MD",20852,"hi"
"976 Cartwright Park","2018-07-15T16:48:37.600Z","SOLD",96,1,9,1184388,3110,"9271 Ruthie Ports","Rockville","MD",20877,"hi"
"977 Cartwright Park","2018-05-08T20:20:02.602Z","OFF MARKET",69,2,6,3373432,990,"273 Ratke Throughway","Rockville","MD",20854,"hi"
"978 Cartwright Park","2018-09-15T10:27:19.714Z","FOR SALE",73,3,9,1898713,1803,"59142 Darron Stream","Rockville","MD",20848,"hi"
"979 Cartwright Park","2018-05-16T03:50:12.646Z","AUCTION",134,1,6,160854,3270,"723 Curt Track","Rockville","MD",20848,"hi"
"980 Cartwright Park","2018-08-11T05:37:50.562Z","FOR RENT",108,1,10,2550015,1270,"04519 Nolan Fall","Rockville","MD",20851,"hi"
"981 Cartwright Park","2018-08-07T08:21:33.602Z","FOR RENT",124,0,9,2336894,539,"893 Leila Viaduct","Rockville","MD",20877,"hi"
"982 Cartwright Park","2018-07-27T19:56:39.409Z","FOR SALE",120,1,3,374589,3217,"2292 Dicki Spur","Rockville","MD",20850,"hi"
"983 Cartwright Park","2018-06-21T07:34:35.806Z","SOLD",153,2,2,446306,3455,"19397 Michel Cliff","Rockville","MD",20857,"hi"
